year,make,model,trim
2013,Acura,ILX,ILX
2013,Acura,ILX,ILX Hybrid
2013,Acura,MDX,MDX 4WD
2013,Acura,RDX,RDX 2WD
2013,Acura,RDX,RDX 4WD
2013,Acura,TL,TL 2WD
2013,Acura,TL,TL 4WD
2013,Acura,TSX,TSX
2013,Acura,TSX,TSX Wagon
2013,Acura,ZDX,ZDX 4WD
2013,Aston Martin,DB9,DB9
2013,Aston Martin,Vantage,V8 Vantage
2013,Aston Martin,Vantage,V8 Vantage S
2013,Audi,A3,A3
2013,Audi,A3,A3 quattro
2013,Audi,A4,A4
2013,Audi,A4,A4 quattro
2013,Audi,A5,A5 Cabriolet
2013,Audi,A5,A5 Cabriolet quattro
2013,Audi,A5,A5 quattro
2013,Audi,A6,A6
2013,Audi,A6,A6 quattro
2013,Audi,A7,A7 quattro
2013,Audi,A8,A8
2013,Audi,A8,A8 L
2013,Audi,Allroad,allroad quattro
2013,Audi,Q5,Q5
2013,Audi,Q5,Q5 Hybrid
2013,Audi,Q7,Q7
2013,Audi,RS 5,RS 5
2013,Audi,RS 5,RS 5 Cabriolet
2013,Audi,S4,S4
2013,Audi,S5,S5
2013,Audi,S5,S5 Cabriolet
2013,Audi,S6,S6
2013,Audi,S7,S7
2013,Audi,S8,S8
2013,Audi,TT Coupe,TT Coupe quattro
2013,Audi,TT Coupe,TT RS Coupe
2013,Audi,TT Roadster,TT Roadster quattro
2013,Bentley,Continental,Continental GT
2013,Bentley,Continental,Continental GTC
2013,Bentley,Continental Flying Spur,Continental Flying Spur
2013,Bentley,Continental Supersports Convertible,Continental Supersports Convertible
2013,Bentley,Mulsanne,Mulsanne
2013,BMW,1 Series,128ci Convertible
2013,BMW,1 Series,128i
2013,BMW,1 Series,135i
2013,BMW,1 Series,135i Convertible
2013,BMW,3 Series,320i
2013,BMW,3 Series,320i xDrive
2013,BMW,3 Series,328i
2013,BMW,3 Series,328i Convertible
2013,BMW,3 Series,328i Coupe
2013,BMW,3 Series,328i Coupe xDrive
2013,BMW,3 Series,328i xDrive
2013,BMW,3 Series,335i
2013,BMW,3 Series,335i Convertible
2013,BMW,3 Series,335i Coupe
2013,BMW,3 Series,335i Coupe xDrive
2013,BMW,3 Series,335i xDrive
2013,BMW,3 Series,335is Convertible
2013,BMW,3 Series,335is Coupe
2013,BMW,3 Series,ActiveHybrid 3
2013,BMW,5 Series,528i
2013,BMW,5 Series,528i xDrive
2013,BMW,5 Series,535i
2013,BMW,5 Series,535i Gran Turismo
2013,BMW,5 Series,535i xDrive
2013,BMW,5 Series,535i xDrive Gran Turismo
2013,BMW,5 Series,550i
